transaction_id,timestamp,day_index,hour,sender_bank,receiver_bank,channel,amount,corridor_reliability,failed
25f0698e-5029-4140-b62c-ff1fca2710ec,2025-01-01T01:21:34,0,1,Access Bank,GTBank,mobile_money,28081.79,0.9335,0
502c95b8-5324-4be1-a30c-9418fd1b8f4e,2025-01-01T01:23:37,0,1,Kuda,Zenith Bank,bank_transfer,27593.41,0.417,1
5a4dda5a-26c0-43c1-9f1c-f3432044df0a,2025-01-01T01:26:32,0,1,Stanbic IBTC,UBA,ussd,54301.4,0.9589,1
1955d94c-e4c3-4213-bf9d-beb7aa887b06,2025-01-01T01:29:09,0,1,GTBank,Kuda,ussd,19839.43,0.847,0
b6439cc0-4f6e-4a5b-9298-d68c57c1c060,2025-01-01T01:30:00,0,1,First Bank,Kuda,bank_transfer,24255.66,0.7411,0
9d8b11be-9e35-4b34-a5ac-45938c7c689c,2025-01-01T01:36:10,0,1,Kuda,Opay,card,18793.89,0.8127,1
ab0362a0-fe72-487a-b8ce-34ddd3ee352d,2025-01-01T01:39:00,0,1,GTBank,First Bank,card,21489.01,0.8794,0
d6a01a22-957f-4ad2-9e6e-293db75437c8,2025-01-01T01:39:46,0,1,Opay,Kuda,ussd,6909.34,0.8515,0
ef555db5-9198-469d-bd3a-42df2888d6cf,2025-01-01T01:40:43,0,1,First Bank,Zenith Bank,bank_transfer,37516.84,0.7276,0
e639987e-14fc-44d4-ab6b-e136d6096b02,2025-01-01T01:44:27,0,1,UBA,Stanbic IBTC,bank_transfer,57531.38,0.9613,1
59a35d82-638d-4c3f-b095-5e374a8cc1c0,2025-01-01T01:46:43,0,1,Fidelity Bank,UBA,bank_transfer,58197.91,0.7052,0
17c98d26-9509-44de-8bd3-642481d408cc,2025-01-01T01:48:13,0,1,Stanbic IBTC,First Bank,bank_transfer,24584.23,0.8093,0
4072444b-2768-43b0-9ae0-a4f76f6e68d0,2025-01-01T01:55:29,0,1,Opay,Zenith Bank,bank_transfer,89548.29,0.7392,0
a04c474b-b2e6-42e0-9d35-bd922aa728c7,2025-01-01T01:55:45,0,1,Access Bank,Fidelity Bank,card,194062.91,0.9503,0
c8eee81b-1591-484f-a91e-5cd270de7907,2025-01-01T02:00:54,0,2,Access Bank,Kuda,ussd,51149.97,0.9619,0
38e815f2-ee2a-40b8-83e5-4ecf2a57a025,2025-01-01T02:01:20,0,2,Kuda,Zenith Bank,card,37900.69,0.417,1
bfa418d4-71c8-415b-b69a-e566a70192e2,2025-01-01T02:02:30,0,2,Zenith Bank,UBA,bank_transfer,292387.86,0.734,0
897dd798-a3f6-4084-a740-60e26b4d7c3d,2025-01-01T02:06:31,0,2,First Bank,Stanbic IBTC,mobile_money,157678.58,0.8328,0
0bdecc9a-c278-4b4a-ac7d-6760f9c9811c,2025-01-01T02:08:59,0,2,GTBank,Zenith Bank,card,356313.1,0.8327,0
1c78388d-5b23-4850-b617-6e12ba380132,2025-01-01T02:11:22,0,2,GTBank,UBA,bank_transfer,530461.44,0.8768,0
f0e78683-309a-4325-a104-4e236c816e7e,2025-01-01T02:16:25,0,2,Opay,Fidelity Bank,card,59883.5,0.8124,0
26f5f092-6eb4-4a3b-88fc-18855612e42d,2025-01-01T02:20:51,0,2,Zenith Bank,Stanbic IBTC,ussd,94926.92,0.8257,1
7f184a88-f02d-41dd-9c64-34ef6714aea1,2025-01-01T02:26:42,0,2,Fidelity Bank,Opay,mobile_money,22392.35,0.6948,0
c7eafa89-dee4-49eb-bee8-30007a6b3f8c,2025-01-01T02:26:51,0,2,Kuda,Stanbic IBTC,card,12381.37,0.8592,0
9038a409-e801-4749-82a3-d6e08ff5895e,2025-01-01T02:28:22,0,2,Access Bank,Fidelity Bank,card,58193.94,0.9503,0
4dca4e65-96ee-4167-896d-d86b624280d7,2025-01-01T02:29:11,0,2,Stanbic IBTC,Zenith Bank,card,13225.29,0.9765,0
0186f9cf-2c9d-4859-97a9-a334caaec77a,2025-01-01T02:30:42,0,2,Stanbic IBTC,Moniepoint,bank_transfer,23818.25,0.9313,0
693623f2-c456-48bf-a592-a6e63e792a66,2025-01-01T02:32:23,0,2,Access Bank,Opay,card,223789.13,0.9456,0
9062a2d6-9b4f-4059-83b0-21e0724124c2,2025-01-01T02:32:52,0,2,UBA,Opay,bank_transfer,84711.41,0.737,0
a2f249c2-c2da-4f39-8a0b-1e6c3634bc22,2025-01-01T02:33:20,0,2,First Bank,UBA,mobile_money,23560.47,0.8518,0
850a48d4-46b5-48de-9b4b-b8eb537d0bd1,2025-01-01T02:35:09,0,2,Zenith Bank,Kuda,mobile_money,99632.28,0.7089,0
2510b3c9-5f57-4b57-a8da-cf0eb39d5704,2025-01-01T02:35:35,0,2,Zenith Bank,Access Bank,bank_transfer,55705.04,0.7977,1
9222a5de-d95c-48dd-9bb0-b9b59af526c9,2025-01-01T02:39:25,0,2,Moniepoint,Opay,ussd,23456.58,0.8154,0
65a18893-530f-431c-aacc-ad53cda050ce,2025-01-01T02:39:49,0,2,Opay,UBA,card,147043.27,0.7378,0
5fc9cb26-d997-47ff-b395-dcd2f391274c,2025-01-01T02:40:11,0,2,Access Bank,Stanbic IBTC,ussd,82560.21,0.8623,1
a67ee172-a3df-4d73-afb8-dea208e7b68f,2025-01-01T02:41:41,0,2,GTBank,Kuda,bank_transfer,90998.15,0.847,0
7c30f790-248a-491a-a41c-5bca3474de29,2025-01-01T02:43:11,0,2,Fidelity Bank,Stanbic IBTC,mobile_money,5551.06,0.8819,0
216680a7-2350-464b-96df-4fe863a2093c,2025-01-01T02:43:35,0,2,Fidelity Bank,Access Bank,mobile_money,218833.68,0.8054,0
140f9b24-fcc9-46c6-bc19-ef424cb9c5c6,2025-01-01T02:45:03,0,2,GTBank,Zenith Bank,mobile_money,607516.15,0.8327,0
9e181620-5f27-4ee1-8b07-9752a93429ae,2025-01-01T02:52:08,0,2,GTBank,Opay,mobile_money,7058.0,0.9452,0
6fe53e6e-c2a4-4552-9e1e-7a181e1b76f1,2025-01-01T02:53:40,0,2,UBA,Fidelity Bank,mobile_money,55682.9,0.951,0
aa37952f-af5a-44c8-9ed8-260ad74e5b8e,2025-01-01T02:55:49,0,2,GTBank,Zenith Bank,bank_transfer,25955.13,0.8327,1
4d4a1c19-3876-4566-9efe-ebb83776278e,2025-01-01T02:56:31,0,2,First Bank,Stanbic IBTC,bank_transfer,11204.93,0.8328,0
8d83fd56-1bf8-4742-b3d5-e87a89f3e194,2025-01-01T03:01:15,0,3,First Bank,Zenith Bank,ussd,138959.62,0.7276,0
d50d12c2-4ca3-4955-97b0-22c72f5a756e,2025-01-01T03:01:42,0,3,GTBank,Zenith Bank,ussd,16110.33,0.8327,0
fd266620-40b1-4c55-b170-7000fbc88fdc,2025-01-01T03:02:40,0,3,First Bank,Zenith Bank,card,69844.13,0.7276,0
de4b2801-38be-418f-96d0-d89df2314c7d,2025-01-01T03:03:06,0,3,Opay,Zenith Bank,card,10428.22,0.7392,0
13f9c2cd-f2bc-4f2c-b7d3-2e6fba02e263,2025-01-01T03:03:38,0,3,UBA,Moniepoint,card,49539.51,0.8267,0
e65da1b8-c8e2-4fbe-9a85-5cc0c1094da1,2025-01-01T03:16:00,0,3,Opay,UBA,card,125217.85,0.7378,0
eee887e4-073c-4b39-8393-5dbea7ebccce,2025-01-01T03:25:11,0,3,Zenith Bank,Stanbic IBTC,bank_transfer,5125.87,0.8257,0
2b163aba-c261-44a1-9d86-338ad061dbbc,2025-01-01T03:26:50,0,3,Fidelity Bank,Moniepoint,card,60115.24,0.7707,0
eb61650a-9e47-4421-9017-916cc7eed6b9,2025-01-01T03:31:01,0,3,Fidelity Bank,First Bank,mobile_money,240865.05,0.7492,1
3c7bfe7e-8b95-48ea-8070-9d9517eaa7fa,2025-01-01T03:37:28,0,3,Zenith Bank,Moniepoint,mobile_money,8593.57,0.8505,0
4b140fe7-7426-4529-b77d-37710656e5e0,2025-01-01T03:37:38,0,3,Kuda,Fidelity Bank,bank_transfer,103615.78,0.8181,0
dd7c5485-6c70-4048-9093-4c874f8ccb0b,2025-01-01T03:38:57,0,3,Stanbic IBTC,GTBank,card,26676.87,0.7067,0
f16b2fd3-65a2-4c1c-9fb8-51d09723a878,2025-01-01T03:39:46,0,3,Zenith Bank,Opay,mobile_money,77605.24,0.9738,0
767805f4-35cb-4430-bfba-fd0e73d2a687,2025-01-01T03:41:44,0,3,First Bank,Opay,ussd,199564.04,0.7356,0
96fd9a95-ef41-48e1-9129-3bb2f4ea721f,2025-01-01T03:42:09,0,3,UBA,Kuda,mobile_money,121688.6,0.9714,0
d0add605-8864-432c-b32d-742a1443c6c9,2025-01-01T03:43:19,0,3,First Bank,Moniepoint,bank_transfer,131503.71,0.8159,1
1fa3dc79-954d-4809-9639-0c251ff9c803,2025-01-01T03:43:32,0,3,Opay,GTBank,card,3074.66,0.8155,0
3b79a096-621e-4742-a1bf-b697fd9a639f,2025-01-01T03:46:46,0,3,Zenith Bank,Moniepoint,bank_transfer,38252.4,0.8505,1
592522af-ed3d-41e3-b96c-91560d89d1ae,2025-01-01T03:48:16,0,3,Kuda,GTBank,mobile_money,55754.03,0.7178,0
e5397c06-7af7-47ad-b623-f0816140ac08,2025-01-01T03:48:44,0,3,Stanbic IBTC,UBA,mobile_money,33950.97,0.9589,0
c9760a39-9cad-40f8-a681-3dfe346cb998,2025-01-01T03:51:37,0,3,Opay,Fidelity Bank,ussd,13709.81,0.8124,0
85c53910-93f6-4723-81d2-3a76ca179780,2025-01-01T03:56:09,0,3,First Bank,Access Bank,card,199979.56,0.841,0
c993ea5d-87bc-44af-96b2-b2452836a3c0,2025-01-01T03:56:35,0,3,Opay,First Bank,mobile_money,41911.34,0.735,1
78b2b549-3bdb-409e-acc2-16a01bbc91f7,2025-01-01T03:57:46,0,3,Access Bank,Zenith Bank,bank_transfer,12274.91,0.9017,0
60a525ef-9906-4aac-87e7-f31f82383310,2025-01-01T03:59:25,0,3,Kuda,Stanbic IBTC,bank_transfer,49629.35,0.8592,0
ac941700-828b-4347-a43d-3cc615c2b871,2025-01-01T04:00:59,0,4,First Bank,Stanbic IBTC,bank_transfer,112544.52,0.8328,0
387dd826-6a01-4abc-9e1d-47af833ba35e,2025-01-01T04:01:48,0,4,Opay,Zenith Bank,card,1331142.5,0.7392,0
4869f6b0-49dc-45a6-b23d-045c2278d768,2025-01-01T04:01:57,0,4,First Bank,GTBank,ussd,45427.56,0.9237,0
e6c86da6-a931-48dc-a7a0-6d8fc73c64e4,2025-01-01T04:02:13,0,4,Moniepoint,Access Bank,mobile_money,24000.57,0.9436,0
90f6d529-e1dd-4de9-84f1-23ffe296f8c7,2025-01-01T04:03:48,0,4,Access Bank,First Bank,bank_transfer,12517.94,0.9071,0
0b15fa22-f2c2-4813-b4b8-a7e33c556b99,2025-01-01T04:04:21,0,4,First Bank,Zenith Bank,bank_transfer,289940.2,0.7276,0
b18753e6-d457-4ad9-a867-a096edd877c8,2025-01-01T04:06:14,0,4,Moniepoint,GTBank,card,26153.82,0.8806,1
dfb4e0bd-c840-4d88-b44f-fb05fccf4f73,2025-01-01T04:10:03,0,4,GTBank,First Bank,bank_transfer,66769.15,0.8794,0
8a353f73-a4ba-45b5-a5e7-c785d355e653,2025-01-01T04:12:17,0,4,Kuda,UBA,ussd,155855.8,0.9558,0
c0bd494b-69e6-4df4-8be7-3aeb5a6ae3c6,2025-01-01T04:12:33,0,4,Kuda,Moniepoint,ussd,4672.23,0.5863,0
2f5c0b4a-8948-4426-bd2d-972f956acb37,2025-01-01T04:17:23,0,4,Moniepoint,GTBank,bank_transfer,13668.14,0.8806,0
ac759d95-5e43-4a00-9896-13e7541e754c,2025-01-01T04:20:23,0,4,Stanbic IBTC,Zenith Bank,bank_transfer,80300.28,0.9765,0
e2655d96-24df-413b-90e8-a2cb185bc5f5,2025-01-01T04:22:26,0,4,Stanbic IBTC,GTBank,card,50848.08,0.7067,0
ae455cc6-b88e-430f-9e1e-994ac5a11f5c,2025-01-01T04:23:43,0,4,Kuda,Opay,mobile_money,23123.78,0.8127,1
559e3bf1-3bfb-4a72-b8e9-ee10ddd69b73,2025-01-01T04:24:14,0,4,Stanbic IBTC,UBA,bank_transfer,7940.73,0.9589,0
df1930d0-9cd6-4e72-99dd-51c797d16b0c,2025-01-01T04:24:25,0,4,Zenith Bank,Moniepoint,bank_transfer,22925.24,0.8505,0
702961fd-dff7-4956-9aa8-b038a7a3402e,2025-01-01T04:29:13,0,4,UBA,Kuda,mobile_money,39481.99,0.9714,0
ffbd04fd-efc1-4e17-a9f9-9d4f9545201e,2025-01-01T04:35:00,0,4,Zenith Bank,Fidelity Bank,bank_transfer,31058.29,0.9636,0
808f891c-2735-413e-920d-6c52ebf493fb,2025-01-01T04:36:27,0,4,Kuda,GTBank,bank_transfer,10175.13,0.7178,0
e0272cc8-cc24-445a-ad84-c7a051d901a6,2025-01-01T04:37:49,0,4,Zenith Bank,Fidelity Bank,mobile_money,74705.24,0.9636,0
006e611d-9bc9-4b39-bd91-a609580a63bc,2025-01-01T04:38:26,0,4,Opay,Zenith Bank,bank_transfer,67266.48,0.7392,1
88b9b0ed-4944-4b66-95b9-704cf8231baa,2025-01-01T04:41:00,0,4,Stanbic IBTC,UBA,card,16874.58,0.9589,0
bf72727c-a2ea-4feb-b7fc-b7d06743834a,2025-01-01T04:49:11,0,4,First Bank,Stanbic IBTC,ussd,181675.24,0.8328,1
3a5a8ce1-85bb-4fac-83cf-1bfe1db334af,2025-01-01T04:54:14,0,4,Access Bank,Zenith Bank,mobile_money,18492.84,0.9017,0
9cb7ac24-70a8-4066-aeaa-6a7bd8fe3413,2025-01-01T04:58:13,0,4,Zenith Bank,Moniepoint,bank_transfer,14485.28,0.8505,0
0dfa5b4d-1606-4b8f-805e-45e3f52e3167,2025-01-01T04:58:29,0,4,UBA,Opay,mobile_money,28625.74,0.737,1
ac29c1e1-5f94-4844-923a-354eb50e2b7f,2025-01-01T04:58:34,0,4,UBA,Zenith Bank,ussd,103198.8,0.7731,1
4b65802f-5893-4ba0-8b52-21cb66d12d89,2025-01-01T05:00:23,0,5,Opay,UBA,mobile_money,285811.41,0.7378,0
7f328d47-8d2a-49fd-a59e-98e97631148e,2025-01-01T05:03:10,0,5,UBA,Stanbic IBTC,ussd,44007.68,0.9613,1
892d0b12-964e-4788-bac8-09ff53d154be,2025-01-01T05:03:44,0,5,Zenith Bank,Fidelity Bank,bank_transfer,426939.15,0.9636,0
973b2ee7-0903-4978-b788-cfdfe70cfce2,2025-01-01T05:07:16,0,5,Kuda,Opay,bank_transfer,51759.12,0.8127,1
48288539-0479-4580-a0f7-a579a4569af6,2025-01-01T05:13:12,0,5,Moniepoint,Stanbic IBTC,ussd,15236.67,0.7724,0
7800e27a-9ace-43cc-989c-83f68098580d,2025-01-01T05:16:07,0,5,Moniepoint,GTBank,card,245004.22,0.8806,0
16951215-d93a-448c-9f0a-f1175ee3ac2e,2025-01-01T05:20:38,0,5,Kuda,Opay,ussd,36681.44,0.8127,1
d94a04b6-8d9e-4668-b23f-ce348a333baa,2025-01-01T05:21:18,0,5,GTBank,Opay,bank_transfer,10671.81,0.9452,1
7ed47455-0d0c-452b-84d4-815be30b8044,2025-01-01T05:24:06,0,5,GTBank,First Bank,bank_transfer,39454.71,0.8794,0
e288109d-b8a9-4014-a4dc-ea0704056d2b,2025-01-01T05:28:59,0,5,Kuda,Moniepoint,ussd,81782.62,0.5863,1
cac85cfa-2736-4ef3-a236-f5f3e320d8e6,2025-01-01T05:31:01,0,5,Zenith Bank,GTBank,bank_transfer,75669.44,0.8216,0
e34248cf-5611-4b2f-b6a3-14dd9f5b4f6a,2025-01-01T05:31:04,0,5,Opay,UBA,bank_transfer,60625.55,0.7378,0
82fce908-17c3-45fc-b6b7-4e2748af7f10,2025-01-01T05:31:16,0,5,Access Bank,Stanbic IBTC,bank_transfer,29071.43,0.8623,0
b7eeb5fa-588e-4a83-bdc2-b1d624cf8e36,2025-01-01T05:31:37,0,5,Opay,First Bank,ussd,201824.58,0.735,1
547dec9d-9557-4fa7-b48f-e3c9076dd9a7,2025-01-01T05:39:52,0,5,Opay,Zenith Bank,bank_transfer,502624.84,0.7392,0
bb87b957-ea54-40e5-a6d1-b539c3b50b86,2025-01-01T05:40:52,0,5,Access Bank,Zenith Bank,card,22768.74,0.9017,0
4ac028b6-46b0-4945-b235-82ace9696e00,2025-01-01T05:42:24,0,5,Access Bank,UBA,card,62420.71,0.8446,0
9a3f8882-7aca-4fa6-866c-dd995cf587e9,2025-01-01T05:42:54,0,5,Fidelity Bank,Opay,card,6858.42,0.6948,0
b92491d9-0191-4b80-9ffd-22147abf9970,2025-01-01T05:45:44,0,5,UBA,Stanbic IBTC,bank_transfer,70802.91,0.9613,0
d8de18f3-9ffd-4899-b309-7ba1a61940eb,2025-01-01T05:48:04,0,5,First Bank,Zenith Bank,card,143497.11,0.7276,0
bd0443f0-7027-41f1-9ef3-6d4d9d85aa72,2025-01-01T05:50:49,0,5,Access Bank,GTBank,bank_transfer,49156.87,0.9335,1
603d5f0f-275c-4f67-b693-578a4332d52e,2025-01-01T05:54:07,0,5,Stanbic IBTC,First Bank,bank_transfer,159673.73,0.8093,0
3161fe1b-fb04-4c52-a7c4-ab7178109a5b,2025-01-01T05:56:02,0,5,Kuda,Opay,bank_transfer,38939.65,0.8127,0
4eda36fd-841d-4c6a-a7b8-78a3aa7fc6af,2025-01-01T06:03:19,0,6,GTBank,Opay,mobile_money,58535.68,0.9452,0
dd65fae8-dbb2-45fc-a2ab-4fe12d604f58,2025-01-01T06:08:07,0,6,First Bank,UBA,card,157165.06,0.8518,0
d87a1976-f58e-423e-835a-a8405f4e291c,2025-01-01T06:10:16,0,6,Stanbic IBTC,Access Bank,card,110962.22,0.7936,0
ae23a9ee-07af-44fa-974a-15aa516b09d8,2025-01-01T06:12:01,0,6,UBA,GTBank,bank_transfer,8854.42,0.8598,0
cfdd03d8-b365-4299-8994-d0c54f266f96,2025-01-01T06:13:55,0,6,Zenith Bank,Stanbic IBTC,mobile_money,37574.69,0.8257,0
07f4a7e0-2c83-4e86-be56-868d6b6d3fec,2025-01-01T06:16:54,0,6,UBA,Stanbic IBTC,card,76468.26,0.9613,0
ef02b783-f9f3-44ad-93ee-436b1d07b06e,2025-01-01T06:17:53,0,6,Kuda,UBA,card,36902.36,0.9558,0
530b7d57-1661-45db-9db2-b183a485b865,2025-01-01T06:19:59,0,6,First Bank,Kuda,mobile_money,104511.37,0.7411,1
f365185d-eafb-4b2c-b77c-32c24556a328,2025-01-01T06:21:13,0,6,Zenith Bank,Access Bank,mobile_money,113591.46,0.7977,0
d2eb9dc9-a115-4e59-a53d-7ed8b69a12af,2025-01-01T06:23:47,0,6,First Bank,UBA,mobile_money,422965.29,0.8518,0
abde214d-0e32-40b3-b330-5ddfd636b3e9,2025-01-01T06:24:57,0,6,First Bank,Opay,bank_transfer,18703.45,0.7356,0
e1213c03-779e-48de-a37a-66a84d4e7af1,2025-01-01T06:25:07,0,6,Fidelity Bank,First Bank,bank_transfer,149414.02,0.7492,0
c17c2577-3de8-4a53-8e7a-7311f33a72c8,2025-01-01T06:25:19,0,6,GTBank,Fidelity Bank,bank_transfer,3144.28,0.8903,0
92a47018-eaca-4849-98fa-1fe2fd29f979,2025-01-01T06:28:49,0,6,Kuda,First Bank,ussd,118942.11,0.8659,0
f8a5764a-87c5-4450-8c78-7ac622c97943,2025-01-01T06:29:19,0,6,GTBank,Opay,mobile_money,87208.7,0.9452,0
579f663c-3d6c-4d6f-a312-b548345044d3,2025-01-01T06:30:45,0,6,Kuda,Stanbic IBTC,bank_transfer,25468.79,0.8592,1
5fbbf0b1-8083-49c8-a57e-01c90da23e5c,2025-01-01T06:30:47,0,6,Moniepoint,Zenith Bank,card,200594.08,0.7388,0
8e1168da-a711-4cc4-8dbe-5a906b83539e,2025-01-01T06:31:51,0,6,Kuda,Moniepoint,mobile_money,47496.02,0.5863,0
1345a2f6-3c24-4d02-9cef-764f13643ebb,2025-01-01T06:33:31,0,6,Kuda,GTBank,bank_transfer,70877.79,0.7178,0
8f0a89a5-b1a4-475d-86f1-06d99b3716cf,2025-01-01T06:33:58,0,6,Moniepoint,UBA,ussd,38941.24,0.8786,0
19c4cc7e-c9d9-42e3-a631-881845cc0188,2025-01-01T06:34:06,0,6,Access Bank,Fidelity Bank,ussd,164349.37,0.9503,0
15c7096a-b986-42de-ab64-5716cbeff222,2025-01-01T06:34:16,0,6,Moniepoint,Access Bank,mobile_money,13928.67,0.9436,0
dc05b14c-df05-4d82-9ef4-61edcc538069,2025-01-01T06:36:34,0,6,Stanbic IBTC,Kuda,bank_transfer,48942.99,0.8351,0
3c20dbe6-06d9-4835-86be-ac5ad49d3c77,2025-01-01T06:37:58,0,6,GTBank,Opay,ussd,44552.14,0.9452,0
0786f404-5bb4-4dde-b83d-baadb8365905,2025-01-01T06:38:52,0,6,GTBank,Stanbic IBTC,bank_transfer,62755.04,0.917,0
68056a17-1d36-4265-a110-36cb55de2457,2025-01-01T06:39:54,0,6,Opay,Access Bank,bank_transfer,106457.84,0.7644,0
c3e3e5cf-c973-40eb-9ae4-895ee3642084,2025-01-01T06:41:34,0,6,Zenith Bank,UBA,card,7770.87,0.734,0
38fe9c53-30bc-4a40-8c40-50a26e4c5de9,2025-01-01T06:44:51,0,6,GTBank,First Bank,ussd,49915.45,0.8794,0
60c589e3-8a66-4e8d-9c2d-1563c84ea86f,2025-01-01T06:44:55,0,6,GTBank,Zenith Bank,mobile_money,82947.06,0.8327,0
198493ce-33e1-46f7-b57a-d70346281fb8,2025-01-01T06:48:46,0,6,Zenith Bank,GTBank,bank_transfer,265237.54,0.8216,0
a9df0fcf-7ea0-4346-bfae-946484618581,2025-01-01T06:50:29,0,6,Opay,Zenith Bank,card,20585.57,0.7392,0
